"0","How many transactions can the GST Network handle?","The Goods and Services Tax Network (GSTN), the information technology backbone of India's new tax regime, is capable of handling 1.2 lakh transactions every second, amounting to 320 crore transactions in a month. The network can handle 60,000 users at the same time every second, Chairman of GST Network Navin Kumar said. ","Krishna Veera Vanamali","0000-00-00","http://www.businesstoday.in/magazine/from-the-mag/gst-goods-and-services-tax-gst-network-gstn-navin-kumar/story/255064.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498920357798_845.jpg?resize=400px:*')"">
</div>","8",NULL,NULL
"1","China releases map claiming Indian, Bhutanese territory","Amid the current stand-off, China has released a map claiming a tri-junction, which is in conflict with India's and Bhutan's territorial claims. The map claims the Indian Army crossed the border at Doka La pass, which India and Bhutan consider Bhutanese territory but is claimed by China. Further, China marks its territory far south of where India and Bhutan do.","Krishna Veera Vanamali","0000-00-00","http://indiatoday.intoday.in/story/china-releases-new-map-territorial-claims-stand-off-site/1/991733.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498910050312_419.jpg?resize=400px:*')"">
</div>","12",NULL,NULL
"2","Video: Men race in heels for Madrid's Gay Pride festival","Dozens of men wearing stilettos, kitten heels, and wedges took part in the Spanish capital Madrid's annual high-heel race as part of the city's Gay Pride festival. As a part of the world's largest LGBT pride celebrations, the competition celebrating diversity allows only male participants and requires them to wear heels which are at least 10 cm in height.","Saloni Tandon","0000-00-00","https://www.youtube.com/watch?v=zHl1_wpYao8&feature=youtu.be","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498921758775_899.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"3","Who is Lionel Messi's wife Antonella Roccuzzo?","Barcelona forward Lionel Messi got married to his childhood sweetheart Antonella Roccuzzo in their hometown Rosario, Argentina, on Friday. Messi and Roccuzzo met aged nine, and according to a friend, Messi ""fell in love forever at first sight"". Roccuzzo moved to Barcelona to live with Messi and this year, opened a luxury shoe shop there along with Luis Suarez's wife.","Saloni Tandon","0000-00-00","https://www.thequint.com/football/2017/06/30/lionel-messi-to-marry-girlfriend-antonella-roccuzzo","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498914917075_700.jpg?resize=400px:*')"">
</div>","3",NULL,NULL
"4","OnePlus 5 owners complain of 'jelly' effect while scrolling","Some users of OnePlus' latest smartphone OnePlus 5 have taken to the company's online forum to complain about a wobbling jelly-like effect on the screen while scrolling. Users said that scrolling slowly makes the text bunch up together or stretch out, creating a jelly effect. OnePlus acknowledged that it had received similar complaints but claimed the effect was ""natural"".","Deepali Aggarwal","0000-00-00","https://www.youtube.com/watch?v=Y2X50k9Bj9Y","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498814217836_985.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"5","I have a GST joke, but u have to pay 28% for it, tweets user","Twitter users reacted to the GST roll-out with tweets like ""I have a GST joke but you will have to pay 28% for it"". While one user tweeted, ""Breaking: VATican city to be called GSTican city from 1st July onward"", others wrote ""GST: A Billion Dreams #ReplaceMovieNamesWithGST"", and ""GST = Ghanta Samajh-aaya Tax"".","Deepali Aggarwal","0000-00-00","https://repository.inshorts.com/full-page/inshorts/b5bf0b96-5a2f-494e-9148-08caf1924f30?type=DETAILED_NEWS","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498918659156_236.jpg?resize=400px:*')"">
</div>","3",NULL,NULL
"6","How much are White House staffers paid under Trump govt?","US President Donald Trump's administration has revealed salaries of the White House staffers, detailing the earnings of 377 aides who earn between $30,000 and $187,100 a year. Among the highest paid White House staffers are Press Secretary Sean Spicer and Counsellor Kellyanne Conway. Meanwhile, Trump's daughter Ivanka and son-in-law Jared Kushner have forgone their White House salaries.","Saloni Tandon","0000-00-00","https://www.whitehouse.gov/sites/whitehouse.gov/files/docs/disclosures/07012017-report-final.pdf","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498914382819_676.jpg?resize=400px:*')"">
</div>","6",NULL,NULL
"7","Indonesian Muslim leader urges boycott of pro-LGBT Starbucks","A leader of Indonesia's second-largest Muslim organisation, Anwar Abbas, has called for a boycott of Starbucks, saying that the international coffee chain's support for the LGBT community is ""not in line"" with the nation's ideology. ""If Starbucks only does business, then fine. But don't bring ideology here,"" Abbas said. Notably, homosexuality is legal in Indonesia except in the Aceh province. ","Saloni Tandon","0000-00-00","http://www.reuters.com/article/us-indonesia-starbucks-lgbt-idUSKBN19M36N?feedType=RSS&feedName=topNews&utm_source=twitter&utm_medium=Social","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498907714785_208.jpg?resize=400px:*')"">
</div>","4",NULL,NULL
"8","It was an honour to dub for Om Puri: Satish Kaushik","Actor Satish Kaushik, while speaking about his experience of dubbing for late actor Om Puri said, ""It was my sheer honour and privilege to take up this responsibility. Satish has dubbed for Puri in his upcoming film 'Mr Kabaadi'. ""Puri saheb's dialogue delivery is an inspiration for coming generation of actors,"" added Kaushik.

","Vani Vivek","0000-00-00","http://www.zoomtv.com/bollywood-news/latest/article/satish-kaushik-om-puri-voice-over-seema-kapoor-film-mr-kabaadi/35027?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498921846808_261.jpg?resize=400px:*')"">
</div>","6",NULL,NULL
"9","I'll think of him as a yesteryear star: Akshaye on dad Vinod","Actor Akshaye Khanna, while speaking about his late father Vinod Khanna said, ""He was always my dad... It's only now that I will start looking at him as a yesteryear star who was admired by so many people."" Vinod passed away at the age of 70 in April. He appeared in films including 'Amar Akbar Anthony' and 'The Burning Train'. ","Vani Vivek","0000-00-00","https://www.thequint.com/bollywood/2017/06/30/akshaye-khanna-on-father-vinod","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498920254114_125.jpg?resize=400px:*')"">
</div>","5",NULL,NULL
"10","Wore nothing but a thong under Spider-Man costume: Tom ","Actor Tom Holland, who will be seen portraying the superhero character Spider-Man in the upcoming film 'Spider-Man: Homecoming', has revealed that he wore nothing but a thong under the costume. ""I had serious misgivings - would my a**eh*le ever be the same again?,"" he added. However, Tom said he had to get used to it despite his doubts.
","Krishna Veera Vanamali","0000-00-00","http://www.dailymail.co.uk/tvshowbiz/article-4653032/Tom-Holland-says-wore-thong-Spider-Man-filming.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498916894407_226.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"11","Photographer's project tells stories behind people's scars","British photographer Sophie Mayanne documents stories behind the scars on people's bodies by photographing them. Some of the wounds she documents come from everyday accidents or minor procedures, while others from more traumatic events. ""I think it is important to wear your scars with pride. You have overcome something, survived and come out on the other side,"" said Sophie. ","Krishna Veera Vanamali","0000-00-00","https://www.instagram.com/p/BVnTGsfBNU7/?taken-by=sophiemayanne","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498919527904_742.jpg?resize=400px:*')"">
</div>","4",NULL,NULL
"12","Karnataka CM asks people if they have watched 'blue film'","Karnataka CM Siddaramaiah on Friday asked people at a Congress rally in Belagavi district whether they had ever watched a 'blue film', referring to pornographic films. Slamming the BJP MLAs who were caught watching porn in state Assembly, Siddaramaiah said, ""The assembly is like a temple...Such shameless people must resign and retire.""","Deepali Aggarwal","0000-00-00","http://www.ibtimes.co.in/karnataka-cm-siddaramaiah-asks-people-if-they-have-watched-blue-film-732982","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498929007050_645.jpg?resize=400px:*')"">
</div>","4",NULL,NULL
"13","Criminals kill UP police officer by slitting his throat","Unidentified assailants on Friday killed a police Sub-Inspector by slitting his throat in Uttar Pradesh's Bijnor district. Police officials reportedly said they suspect the involvement of the mining mafia, which is active in the area. The assailants allegedly also chopped off the police officer's fingers and stole his service revolver. ","Deepali Aggarwal","0000-00-00","http://www.hindustantimes.com/india-news/criminals-slit-throat-of-police-officer-in-uttar-pradesh-s-bijnor/story-4ZYHTY6mLWtMpjXQxkhBJO.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498918516002_643.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"14","Have to pause and reflect: Prez Mukherjee on mob lynchings","Condemning the recent incidents of mob lynchings, President Pranab Mukherjee on Saturday said that when mob lynchings become high and uncontrollable, the society must pause and reflect. ""I am not talking of vigilantism, I am talking of are we vigilant enough, proactively to save the basic tenets of our country?"" he questioned. ","Deepali Aggarwal","0000-00-00","https://www.thequint.com/india/2017/07/01/president-pranab-mukherjee-mob-lynchings","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498922728528_222.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
